loc	1	10	0	0.0000153043	15.9957009140	0.0003519995	11.4721389579	0.0003366952	4.5235619561
loc	1	10	1	0.0000153043	15.9957009140	0.0030654566	8.3496823030	0.0030501523	7.6460186109
loc	1	10	2	0.0000153043	15.9957009140	0.0214551354	5.5425331863	0.0214398310	10.4531677277
loc	1	10	3	0.0000153043	15.9957009140	0.0698627202	3.8393333728	0.0698474159	12.1563675411
loc	1	10	4	0.0000153043	15.9957009140	0.1024058401	3.2876301013	0.1023905358	12.7080708126
loc	1	10	5	0.0000153043	15.9957009140	0.1060436785	3.2372694731	0.1060283742	12.7584314409
loc	1	10	6	0.0000153043	15.9957009140	0.1061431567	3.2359167350	0.1061278523	12.7597841790
loc	1	10	7	0.0000153043	15.9957009140	0.1061431567	3.2359167350	0.1061278523	12.7597841790
loc	1	10	8	0.0000153043	15.9957009140	0.1061431567	3.2359167350	0.1061278523	12.7597841790
loc	1	10	9	0.0000153043	15.9957009140	0.1061431567	3.2359167350	0.1061278523	12.7597841790
loc	1	10	10	0.0000153043	15.9957009140	0.1061431567	3.2359167350	0.1061278523	12.7597841790
